video_id,gt,pred_lcrm_lite_fused
,2023年7月21日13时00分13秒，在外环高速顾戴路北（内）路段，一辆二轮摩托车驶入主路，行驶过程中未在专用通道或非机动车道内通行，而是直接进入机动车道，佩戴头盔。该车辆在车流中穿行，周围有多辆轿车、货车及大型运输车辆正常行驶。该路段为高速公路，禁止非机动车及二轮车辆通行，该摩托车的行为属于典型的二轮车辆闯入交通异常事件，且无专用二轮车道或明显禁止标志提示，加剧了交通风险。,2023年7月21日13时00分13秒至13时00分35秒，外环高速顾戴路北（内）路段出现抛洒物交通事件。视频显示，该路段为多车道高速公路，两侧有绿化带和护栏，道路上有不明物体，部分车辆在行驶过程中，有车辆因抛洒物影响而采取紧急避让或减速措
,2023年7月18日13时19分59秒，在城市快速路路段，一辆二轮摩托车在机动车道上行驶，驾驶员佩戴头盔，乘车人未佩戴头盔，车辆无明显牌照，车辆正常行驶，不存在逆行及横穿车道的危险行为，该路段无专用二轮车道标识，车辆违反了高速公路禁止二轮车辆通行的规定，构成典型的二轮车辆闯入交通异常事件。,2023年7月18日13时19分59秒，在一条多车道高速公路的左侧车道上，一辆二轮摩托车从画面左侧驶入，驾驶员身穿深色衣物，佩戴头盔，车辆沿最左侧车道正常行驶，未见逆行或横穿等危险行为。该路段为城市快速路，设有明确的机动车道划分，且无专用非
,2024年6月24日18时27分52秒至18时28分50秒，城市高架道路双向车道内，左侧车道（西向东方向）发生异常停车事件。一辆白色厢式货车停在紧急停车带内，车辆开启双闪灯，驾驶员未下车。车辆疑似发生故障，但现场未设置明显警示标志。该车辆长时间静止，属于异常停车行为，未对周围车辆通行造成显著影响，但仍存在潜在安全隐患。,2024年6月24日18:27至18:28，在某高速公路路段，发生了一起多车事故。涉事车辆包括一辆白色轿车和一辆灰色SUV，它们在行驶过程中发生了碰撞，导致车辆位置异常，两辆车辆停在车道中央。事故现场有人员下车交涉，且有交警到场处理，其他车
,2023年11月23日09时17分至09时18分，外环高速虹梅南路路段出现交通拥堵事件。该路段为多车道高速公路，车流密集，主要由轿车、货车及厢式运输车组成，车辆行驶缓慢，部分车辆处于低速移动或短暂停滞状态，排队长度持续延伸，未见明显事故或障碍物导致的突发阻塞。涉事车辆包括多辆大型货车（如红色集装箱车、蓝色厢式货车、装载建材的平板货车）以及各类小型轿车和SUV，均在正常车道内行驶，但因车流量大且车距较近，导致通行效率下降。现场无异常停车、施工围挡、抛洒物或二轮车闯入等现象，也未发现多车碰撞痕迹或人员下车交涉情况。整体表现为典型高峰时段的常态化拥堵，影响范围覆盖多个车道，持续时间约1分钟，符合拥堵判断标准中“多辆车缓慢移动或完全停止”“排队车辆长度超过正常范围”“持续一段时间且无缓解趋势”的特征，属于常规交通拥堵事件。,2023年11月23日08时17分至08时18分，外环高速虹梅南路路段出现交通拥堵事件。该路段为多车道高速公路，双向车流密集，车辆包括轿车、货车、厢式货车及大型集装箱运输车等各类机动车。视频显示，从08:17:05开始，道路右侧车道出现持续
,2024年3月16日14时07分，外环高速沪太立交西1（内）路段出现交通拥堵事件，现场多辆机动车在行车道上缓慢行驶或完全停止，车辆排队长度较长且持续无缓解趋势，主要涉事车辆包括多辆轿车、货车及集装箱运输车，车道内车辆密集，车距明显缩短，部分车辆因前方拥堵而减速或停车，导致整体通行效率下降，该区域为高速公路瓶颈路段，受拥堵影响，后方车辆被迫跟随减速，形成连续性缓行现象，未见明显事故或障碍物，但车流密度显著高于正常水平，符合拥堵判断标准。,多车事故
,2024年5月24日12时42分44秒至12时43分42秒，外环高速丰翔路南段监控显示，一辆红色集装箱货车停在右侧车道内长时间静止。车辆已开启双闪灯，驾驶员不在车内，疑似发生故障临时停车。停车位置位于行车道上，非紧急停车带区域，未设置三角警告牌。监控期间未对后方车辆通行造成直接影响，现场无施工设施、抛洒物或其他车辆碰撞痕迹。该行为符合异常停车判断标准，存在潜在安全隐患，对道路通行造成一定影响。,多车事故
,2023年11月5日星期日上午9时22分至9时24分，位于城市高架桥路段的交通监控画面显示，该区域出现持续性拥堵现象。事发地点为多车道高架道路，背景可见城市高楼与立交桥结构，路旁设有“限高3米”标志。视频中车辆密集，车流缓慢移动，未见明显事故或障碍物，但车辆间距较小，行驶速度普遍偏低，尤其在左侧车道形成排队缓行趋势，部分车辆多次变道试图提速，造成局部通行效率下降。涉事车辆包括各类轿车、SUV、货车及一辆黄色出租车和白色面包车等，均处于正常行驶状态，无异常停车、碰撞或抛洒物迹象。整体影响表现为通行能力受限，车辆排队长度逐渐延长，持续时间超过两分钟且未缓解，符合拥堵判断标准中的“多辆车缓慢移动或完全停止”、“排队车辆长度超过正常范围”以及“持续一段时间且无缓解趋势”。该拥堵可能由上游交通压力或匝道汇入车辆增多导致，属于典型的城市早高峰时段交通拥堵事件。,2023年11月5日星期日上午9时22分至9时23分，位于城市高架道路的市区方向入口附近路段发生一起多车事故。事故发生在高架桥上由南向北行驶的车道中，涉事车辆包括一辆白色面包车、一辆黑色轿车及后方多辆跟随车辆。视频显示，该车在行驶过程中出现
,2023年7月18日星期二07:08:34至07:09:32期间，在一条多车道城市快速路的左侧车道上，一辆蓝色货车在右侧应急车道内完全静止，未开启双闪灯，车辆处于异常停车状态，该行为持续30秒。周围有多辆正常行驶的车辆，包括货车、客车和私家车，后方车辆被迫减速绕行，造成短时交通流紊乱。该车长时间停留在非停车区域，未见任何警示标志或故障迹象，明显违反交通规则，构成异常停车事件。,2023年7月18日星期一早上7点08分至7点09分，位于城市快速路某路段（道路两侧有绿化带，道路标线清晰）出现持续性交通拥堵。该路段为多车道高速公路，双向通行，右侧车道车辆排成长队，车流缓慢移动，部分车辆处于停滞状态，持续时间约一分钟且无
,2024年6月23日14时08分59秒至14时09分20秒，外环高速沪太立交东2枪机2监控画面显示，在雨天湿滑路面上，一辆白色警车停靠在右侧应急车道上，车顶警灯闪烁，属于异常停车事件。,2024年6月23日14时08分至14时09分，外环高速沪太立交东2枪机2监控画面显示，该路段为多车道高速公路，路面湿滑，天气为雨天。在视频起始阶段，一辆白色厢式货车在右侧车道完全停止，且驾驶员未下车查看情况，也无明显故障迹象。该车停靠位置
,2023年8月15日16时10分至16时11分，外环高速沪嘉地道2（外）路段发生拥堵事件。该路段位于曹安公路出口3公里处，视频显示多车道内车辆密集，车流缓慢移动或完全停滞，排队车辆长度显著超过正常范围，持续时间较长且无缓解趋势。涉事车辆包括多种类型，如白色厢式货车、红色和蓝色集装箱卡车、大型油罐车、黄色厢式货车以及多辆轿车和SUV，均在车道内缓慢行驶或停止。部分大型货车如油罐车和集装箱车占据较大空间，加剧了通行压力。由于车道数量未减少，也未见施工设施或抛洒物，判断为因车流量过大导致的交通拥堵，车辆普遍处于低速行驶状态，后方车辆被迫减速并保持安全距离，整体通行效率明显下降，属于典型的城市高速路瓶颈区域拥堵现象。,2023年8月15日16时10分至16时11分，外环高速沪嘉地道2（外）路段出现交通拥堵事件。该路段位于曹安公路出口3公里处，监控画面显示多车道车辆行驶缓慢，车流密集且持续排队，车辆间距明显缩小，部分车辆处于低速移动或短暂停滞状态。涉事车辆
,2024年1月13日12时51分至12时52分，外环高速吴中入口匝道（外）枪机2监控画面显示，该路段出现持续性交通拥堵。涉事车辆包括多辆轿车、货车及厢式货车，其中以白色、银色和红色车辆为主，部分大型货车载有集装箱或货物。车辆在多个车道内缓慢行驶，车距明显缩短，形成连续排队现象，尤其在右侧主车道与中间车道交汇区域，车辆行驶速度极低，存在频繁刹车与停顿行为。拥堵影响范围覆盖约2公里以上，导致后方车辆被迫减速或变道绕行，通行效率显著下降。异常特征表现为：车流密度高、车速缓慢、无明显事故或障碍物阻塞，但车辆持续滞留且未见缓解趋势，符合典型拥堵事件特征。对向车道车流相对正常，未受明显影响。,2024年1月13日12时52分至12时53分，外环高速吴淞江桥路段出现严重交通拥堵，多车道车辆缓慢行驶或完全停滞，车流密集且持续时间较长，影响范围覆盖多个车道。涉事车辆包括大量货车、客车及私家车，其中部分大型货车占据车道，导致通行效率显著
